OPEID,PELLID,NAME,State,,Awards,Recipients
00190000,001900,WILLIAM PENN UNIVERSITY,IA,2004,"1,755,890",740
00161700,001617,ALBERTSON COLLEGE OF IDAHO,ID,2004,"500,296",200
02218000,015667,APOLLO COLLEGE,ID,2004,"880,427",355
02234500,015783,BOISE BIBLE COLLEGE,ID,2004,"110,950",50
00161600,001616,BOISE STATE UNIVERSITY,ID,2004,"14,103,576","6,226"
00162500,001625,BRIGHAM YOUNG UNIVERSITY-IDAHO,ID,2004,"18,130,836","6,583"
02210700,015617,CAREER BEAUTY COLLEGE,ID,2004,"216,021",80
00161900,001619,COLLEGE OF SOUTHERN IDAHO,ID,2004,"6,566,447","2,800"
03832400,038324,COSMETOLOGY SCHOOL OF ARTS & SCIENCES,ID,2004,"16,050",10
01113300,011133,EASTERN IDAHO TECHNICAL COLLEGE,ID,2004,"1,187,863",483
02319800,016433,HEADMASTERS SCHOOL OF HAIR DESIGN,ID,2004,"492,832",181
02349200,016668,HEADMASTERS SCHOOL OF HAIR DESIGN,ID,2004,"234,050",76
00162000,001620,IDAHO STATE UNIVERSITY,ID,2004,"16,731,792","6,616"
00162100,001621,LEWIS-CLARK STATE COLLEGE,ID,2004,"4,132,443","1,578"
00987300,009873,MR. JUAN'S COLLEGE OF HAIR DESIGN,ID,2004,"219,535",75
02275800,016054,MR. LEON'S SCHOOL OF HAIR DESIGN,ID,2004,"243,625",80
00162300,001623,NORTH IDAHO COLLEGE,ID,2004,"4,502,828","1,881"
00162400,001624,NORTHWEST NAZARENE UNIVERSITY -,ID,2004,"926,706",362
02559500,017178,RAZZLE DAZZLE COLLEGE OF HAIR DESIGN,ID,2004,"170,532",55
02314000,016432,SCHOOL OF HAIRSTYLING (THE),ID,2004,"254,350",76
02607100,026071,SCOT LEWIS SCHOOLS - PAUL MITCHELL PARTNER SCHOOL,ID,2004,"429,631",154
00162600,001626,UNIVERSITY OF IDAHO,ID,2004,"9,671,560","3,551"
01073700,010737,ADVOCATE ILLINOIS MASONIC SCHOOL OF RADIOLOGIC TECHNOLOGY,IL,2004,"20,400",7
00832800,008328,ALVAREITA'S COLLEGE OF COSMETOLOGY,IL,2004,"121,777",48
02349400,016663,ALVAREITA'S COLLEGE OF COSMETOLOGY,IL,2004,"64,065",32
00162800,001628,AMERICAN ACADEMY OF ART,IL,2004,"284,879",132
03721400,037214,AMERICAN CAREER COLLEGE OF HAIR DESIGN,IL,2004,"119,365",51
02179900,021799,ARGOSY UNIVERSITY,IL,2004,"1,251,281",620
00163300,001633,AUGUSTANA COLLEGE,IL,2004,"791,605",356
00163400,001634,AURORA UNIVERSITY,IL,2004,"1,353,266",537
00163500,001635,BARAT COLLEGE,IL,2004,"107,425",43
02117400,013949,BECK AREA CAREER CENTER,IL,2004,"141,690",43
02536700,017036,BELL MAR BEAUTY COLLEGE,IL,2004,"260,885",109
00176700,001767,BENEDICTINE UNIVERSITY,IL,2004,"1,189,376",510
03448300,034483,BIR TRAINING CENTER,IL,2004,"11,066",6
00163800,001638,BLACK HAWK COLLEGE,IL,2004,"5,541,274","2,682"
00163900,001639,BLACKBURN UNIVERSITY,IL,2004,"661,858",266
00621400,006214,BLESSING HOSPITAL,IL,2004,"127,132",43
00164100,001641,BRADLEY UNIVERSITY,IL,2004,"2,318,524",952
03099700,030997,CAINS BARBER COLLEGE,IL,2004,"438,285",179
03078400,030784,CAMEO BEAUTY ACADEMY,IL,2004,"209,626",90
00893900,008939,CANNELLA SCHOOL OF HAIR DESIGN,IL,2004,"263,447",120
00959500,009595,CANNELLA SCHOOL OF HAIR DESIGN,IL,2004,"293,643",138
02202600,015568,CANNELLA SCHOOL OF HAIR DESIGN,IL,2004,"152,034",61
02253000,015253,CANNELLA SCHOOL OF HAIR DESIGN,IL,2004,"244,486",111
02291200,016171,CANNELLA SCHOOL OF HAIR DESIGN,IL,2004,"326,029",140
02295500,016218,CANNELLA SCHOOL OF HAIR DESIGN,IL,2004,"192,735",84
02349500,016694,CANNELLA SCHOOL OF HAIR DESIGN,IL,2004,"865,384",376
01071000,016426,CAPITAL AREA CAREER CENTER,IL,2004,"292,419",145
01308800,013088,CAPRI OAK FOREST BEAUTY COLLEGE,IL,2004,"268,588",97
01308700,013087,CAPRI-GARFIELD RIDGE SCHOOL OF BEAUTY CULTURE,IL,2004,"501,715",215
00854400,008544,CAREER COLLEGES OF CHICAGO,IL,2004,"291,472",170
00726500,007265,CARL SANDBURG COLLEGE,IL,2004,"3,319,641","1,500"
03455700,034557,CHICAGO SCHOOL OF MASSAGE THERAPY,IL,2004,"180,208",108
00169400,001694,CHICAGO STATE UNIVERSITY,IL,2004,"9,796,355","3,668"
03472300,034723,CHICAGO URBAN LEAGUE COMPUTER TRAINING CENTER,IL,2004,"42,022",32
03199300,031993,CHRISTIAN LIFE COLLEGE,IL,2004,"50,994",19
00164700,001647,CITY COLLEGES OF CHICAGO SYSTEM OFFICE,IL,2004,"42,550,024","19,058"
00665600,006656,COLLEGE OF DU PAGE,IL,2004,"5,692,903","2,774"
00769400,007694,COLLEGE OF LAKE COUNTY,IL,2004,"3,680,605","2,140"
02337800,017378,COLLEGE OF OFFICE TECHNOLOGY,IL,2004,"2,356,621",943
00166500,001665,COLUMBIA COLLEGE,IL,2004,"6,847,096","2,852"
02317300,016393,CONCEPT COLLEGE OF COSMETOLOGY,IL,2004,"132,906",59
00166600,001666,CONCORDIA UNIVERSITY,IL,2004,"713,858",301
02352200,016758,COOKING & HOSPITALITY INSTITUTE OF CHICAGO (THE),IL,2004,"1,184,455",526
02150600,015086,COSMETOLOGY AND SPA INSTITUTE (THE),IL,2004,"54,768",23
00754900,007549,COYNE AMERICAN INSTITUTE,IL,2004,"1,160,557",601
00166900,001669,DANVILLE AREA COMMUNITY COLLEGE,IL,2004,"2,148,472","1,053"
00167100,001671,DEPAUL UNIVERSITY,IL,2004,"10,384,508","4,345"
01072700,010727,DEVRY UNIVERSITY,IL,2004,"63,352,329","27,490"
00175000,001750,DOMINICAN UNIVERSITY,IL,2004,"811,124",349
01260800,012608,DU QUOIN BEAUTY COLLEGE,IL,2004,"209,699",99
00167400,001674,EASTERN ILLINOIS UNIVERSITY,IL,2004,"5,575,757","2,274"
02168600,015310,EAST-WEST UNIVERSITY,IL,2004,"2,393,353","1,066"
00947500,009475,EDUCATORS OF BEAUTY,IL,2004,"594,113",238
00167500,001675,ELGIN COMMUNITY COLLEGE,IL,2004,"2,519,451","1,331"
00167600,001676,ELMHURST COLLEGE,IL,2004,"1,301,215",523
02556100,017319,ENVIRONMENTAL TECHNICAL INSTITUTE,IL,2004,"919,558",430
00167800,001678,EUREKA COLLEGE,IL,2004,"531,001",211
02584900,025849,FIRST INSTITUTE,IL,2004,"70,045",35
02522800,016924,FOX COLLEGE,IL,2004,"514,069",205
00456000,004560,GEM CITY COLLEGE,IL,2004,"92,627",47
00914500,009145,GOVERNORS STATE UNIVERSITY,IL,2004,"2,136,696",888
00893800,008938,GRAHAM HOSPITAL SCHOOL OF NURSING,IL,2004,"112,791",35
00168400,001684,GREENVILLE COLLEGE,IL,2004,"1,146,648",482
02261200,015965,HAIR PROFESSIONALS ACADEMY OF COSMETOLOGY,IL,2004,"113,480",56
02498200,016841,HAIR PROFESSIONALS ACADEMY OF COSMETOLOGY,IL,2004,"159,593",84
02332200,016504,HAIR PROFESSIONALS CAREER COLLEGE,IL,2004,"77,329",36
02587700,025877,HAIR PROFESSIONALS CAREER COLLEGE,IL,2004,"150,136",70
02262100,015970,HAIR PROFESSIONALS SCHOOL OF COSMETOLOGY,IL,2004,"95,765",50
03002000,030020,HAIRMASTERS INSTITUTE OF COSMETOLOGY,IL,2004,"159,182",65
02599500,025995,HANOVER PARK COLLEGE OF BEAUTY CULTURE,IL,2004,"81,504",35
02055200,013601,HARRINGTON COLLEGE OF DESIGN,IL,2004,"657,232",348
03083800,030838,HEARTLAND COMMUNITY COLLEGE,IL,2004,"2,637,569","1,446"
00168500,001685,HEBREW THEOLOGICAL COLLEGE,IL,2004,"369,094",132
00168100,001681,HIGHLAND COMMUNITY COLLEGE,IL,2004,"1,860,292",959
03101800,031018,ILLINOIS CENTER FOR BROADCASTING,IL,2004,"243,166",118
00675300,006753,ILLINOIS CENTRAL COLLEGE,IL,2004,"4,510,362","2,289"
00168800,001688,ILLINOIS COLLEGE,IL,2004,"856,981",350
00913500,016295,ILLINOIS EASTERN COMMUNITY COLLEGE SYSTEM OFFICE,IL,2004,"3,659,707","1,520"
01258400,012584,ILLINOIS INSTITUTE OF ART (THE),IL,2004,"3,286,462","1,467"
00169100,001691,ILLINOIS INSTITUTE OF TECHNOLOGY,IL,2004,"1,152,815",419
03099800,030998,ILLINOIS SCHOOL OF HEALTH CAREERS,IL,2004,"1,181,690",432
00169200,001692,ILLINOIS STATE UNIVERSITY,IL,2004,"9,024,982","3,766"
00170500,001705,ILLINOIS VALLEY COMMUNITY COLLEGE,IL,2004,"2,046,439",965
03669300,036693,ILLINOIS WELDING SCHOOL,IL,2004,"178,699",57
00169600,001696,ILLINOIS WESLEYAN UNIVERSITY,IL,2004,"552,287",233
02160300,015231,INTERNATIONAL ACADEMY OF DESIGN AND TECHNOLOGY,IL,2004,"5,281,127","2,349"
00807600,008076,JOHN A. LOGAN COLLEGE,IL,2004,"4,328,233","1,778"
02166800,015276,JOHN AMICO'S SCHOOL OF HAIR DESIGN,IL,2004,"106,571",42
01281300,012813,JOHN WOOD COMMUNITY COLLEGE,IL,2004,"2,388,868","1,267"
00169900,001699,JOLIET JUNIOR COLLEGE,IL,2004,"3,167,682","1,620"
00170000,001700,JUDSON COLLEGE,IL,2004,"854,037",365
02563300,017267,KANKAKEE ACADEMY OF HAIR DESIGN,IL,2004,"190,172",97
00769000,007690,KANKAKEE COMMUNITY COLLEGE,IL,2004,"1,568,337",797
00170100,001701,KASKASKIA COLLEGE,IL,2004,"3,437,901","1,467"
00170300,001703,KENDALL COLLEGE,IL,2004,"443,832",201
00768400,007684,KISHWAUKEE COLLEGE,IL,2004,"2,195,770",994
00170400,001704,KNOX COLLEGE,IL,2004,"678,463",273
02312300,016350,LA JAMES COLLEGE OF HAIRSTYLING,IL,2004,"110,704",39
00170600,001706,LAKE FOREST COLLEGE,IL,2004,"848,914",316
00764400,007644,LAKE LAND COLLEGE,IL,2004,"4,021,313","1,810"
01050100,010501,LAKEVIEW COLLEGE OF NURSING,IL,2004,"114,523",46
01317800,013178,LAMONT'S INTERNATIONAL SCHOOL OF COSMETOLOGY,IL,2004,"93,862",40
01002000,010020,LEWIS & CLARK COMMUNITY COLLEGE,IL,2004,"3,671,343","1,825"
00170700,001707,LEWIS UNIVERSITY,IL,2004,"1,887,593",756
02527600,016942,LEXINGTON COLLEGE,IL,2004,"77,032",27
00170800,001708,LINCOLN CHRISTIAN COLLEGE AND SEMINARY,IL,2004,"683,543",309
00170900,001709,LINCOLN COLLEGE,IL,2004,"1,357,302",537
00717000,007170,LINCOLN LAND COMMUNITY COLLEGE,IL,2004,"3,270,544","1,781"
01031600,010316,LINCOLN TECHNICAL INSTITUTE,IL,2004,"3,375,796","1,507"
00171000,001710,LOYOLA UNIVERSITY CHICAGO,IL,2004,"5,599,596","2,167"
02228100,014120,MAC DANIEL'S BEAUTY SCHOOL,IL,2004,"273,671",110
00171600,001716,MACCORMAC COLLEGE,IL,2004,"750,416",329
00171700,001717,MACMURRAY COLLEGE,IL,2004,"851,524",344
00769100,007691,MCHENRY COUNTY COLLEGE,IL,2004,"1,271,343",685
00172200,001722,MCKENDREE COLLEGE,IL,2004,"1,471,720",609
00622800,006228,METHODIST MEDICAL CENTER OF ILLINOIS SCHOOL OF NURSING,IL,2004,"50,175",18
00456800,004568,MIDSTATE COLLEGE,IL,2004,"990,637",501
03368300,033683,MIDWEST TECHNICAL INSTITUTE,IL,2004,"714,455",287
00165700,001657,MIDWESTERN UNIVERSITY,IL,2004,"162,177",55
00172400,001724,MILLIKIN UNIVERSITY,IL,2004,"1,986,008",821
00172500,001725,MONMOUTH COLLEGE,IL,2004,"841,021",337
00769200,007692,MORAINE VALLEY COMMUNITY COLLEGE-,IL,2004,"4,795,102","2,359"
00888000,008880,MORRISON INSTITUTE OF TECHNOLOGY,IL,2004,"113,305",47
00172800,001728,MORTON COLLEGE,IL,2004,"2,713,463","1,317"
02538100,017009,MR. JOHNS SCHOOL OF COSMETOLOGY,IL,2004,"85,198",45
03643300,036433,MR. JOHN'S SCHOOL OF COSMETOLOGY & NAILS,IL,2004,"108,362",45
02192400,015493,"MR. JOHN'S SCHOOL OF COSMETOLOGY, ESTHETICS & NAILS",IL,2004,"187,427",88
00793700,007937,MS ROBERTS ACADEMY OF BEAUTY CULTURE,IL,2004,"94,775",42
02286100,016088,NAES COLLEGE,IL,2004,"102,102",40
00173200,001732,NATIONAL UNIVERSITY OF HEALTH SCIENCES (THE),IL,2004,"29,698",32
00173300,001733,NATIONAL-LOUIS UNIVERSITY,IL,2004,"3,055,743","1,405"
02556600,017214,NILES SCHOOL OF COSMETOLOGY,IL,2004,"103,660",42
00173400,001734,NORTH CENTRAL COLLEGE,IL,2004,"950,669",424
00173500,001735,NORTH PARK UNIVERSITY,IL,2004,"1,413,351",574
00169300,001693,NORTHEASTERN ILLINOIS UNIVERSITY,IL,2004,"8,121,196","3,403"
00173700,001737,NORTHERN ILLINOIS UNIVERSITY,IL,2004,"13,517,729","5,139"
01236200,012362,NORTHWESTERN BUSINESS COLLEGE,IL,2004,"4,131,846","2,327"
00173900,001739,NORTHWESTERN UNIVERSITY,IL,2004,"2,237,380",888
00989600,009896,OAKTON COMMUNITY COLLEGE,IL,2004,"2,233,027","1,191"
02297500,016242,OEHRLEIN SCHOOL OF COSMETOLOGY,IL,2004,"110,184",47
00174100,001741,OLIVET NAZARENE UNIVERSITY,IL,2004,"1,820,117",706
01185800,011858,OLYMPIA COLLEGE,IL,2004,"3,271,271","1,617"
00711800,007118,PARKLAND COLLEGE,IL,2004,"6,073,074","2,647"
01083600,010836,PIVOT POINT INTERNATIONAL COSMETOLOGY RESEARCH CENTER,IL,2004,"779,231",315
00164000,001640,PRAIRIE STATE COLLEGE,IL,2004,"3,137,539","1,636"
02323300,016448,PROFESSIONALS CHOICE HAIR DESIGN ACADEMY,IL,2004,"18,725",7
00574200,014271,PROVENA UNITED SAMARITANS MEDICAL CENTER SCHOOL OF RAD. TECH. -,IL,2004,"29,200",9
03128300,031283,PYRAMID CAREER INSTITUTE,IL,2004,"97,255",82
00174500,001745,QUINCY UNIVERSITY,IL,2004,"846,548",350
00711900,007119,REND LAKE COLLEGE,IL,2004,"2,763,077","1,229"
01087900,010879,RICHLAND COMMUNITY COLLEGE,IL,2004,"2,003,396","1,092"
00174600,001746,ROBERT MORRIS COLLEGE,IL,2004,"12,167,683","4,641"
00174700,001747,ROCK VALLEY COLLEGE,IL,2004,"3,337,951","1,688"
00854500,008545,ROCKFORD BUSINESS COLLEGE,IL,2004,"1,253,144",538
00174800,001748,ROCKFORD COLLEGE,IL,2004,"805,755",318
00174900,001749,ROOSEVELT UNIVERSITY,IL,2004,"3,108,251","1,443"
03082900,030829,ROSEL SCHOOL OF COSMETOLOGY,IL,2004,"538,293",191
00980000,009800,RUSH UNIVERSITY,IL,2004,"79,529",30
00998700,009987,SAINT ANTHONY COLLEGE OF NURSING,IL,2004,"90,563",37
00624000,006240,SAINT FRANCIS MEDICAL CENTER COLLEGE OF NURSING,IL,2004,"158,246",73
00176800,001768,SAINT XAVIER UNIVERSITY,IL,2004,"3,058,473","1,222"
00175200,001752,SAUK VALLEY COMMUNITY COLLEGE,IL,2004,"1,762,567",945
00175300,001753,SCHOOL OF THE ART INSTITUTE OF CHICAGO,IL,2004,"1,401,087",535
00769300,007693,SHAWNEE COMMUNITY COLLEGE,IL,2004,"2,509,453","1,083"
00175600,001756,SHIMER COLLEGE,IL,2004,"145,094",54
00176900,001769,SOUTH SUBURBAN COLLEGE OF COOK COUNTY,IL,2004,"8,641,503","4,436"
00175700,001757,SOUTHEASTERN ILLINOIS COLLEGE,IL,2004,"1,697,980",721
00175800,001758,SOUTHERN ILLINOIS UNIVERSITY AT CARBONDALE,IL,2004,"16,768,447","6,238"
00175900,001759,SOUTHERN ILLINOIS UNIVERSITY EDWARDSVILLE,IL,2004,"7,794,674","3,056"
00163600,001636,SOUTHWESTERN ILLINOIS COLLEGE,IL,2004,"6,970,899","3,385"
03128500,031285,SPANISH COALITION FOR JOBS,IL,2004,"266,465",111
00457100,004571,SPARKS COLLEGE,IL,2004,"64,878",30
00164300,001643,SPOON RIVER COLLEGE,IL,2004,"1,403,818",606
00176100,001761,SPRINGFIELD COLLEGE ILLINOIS,IL,2004,"581,647",258
03098000,030980,ST JOHNS COLLEGE,IL,2004,"34,830",15
02185400,015415,ST. AUGUSTINE COLLEGE,IL,2004,"3,835,001","1,455"
01181000,011810,TAYLOR BUSINESS INSTITUTE,IL,2004,"1,221,197",463
02073200,013816,TELSHE YESHIVA-CHICAGO,IL,2004,"104,925",30
03065300,030653,TREND SETTERS COLLEGE OF COSMETOLOGY,IL,2004,"203,366",98
01069500,010695,TRI COUNTY BEAUTY ACADEMY,IL,2004,"89,342",34
00177100,001771,TRINITY CHRISTIAN COLLEGE,IL,2004,"714,459",332
00622500,006225,TRINITY COLLEGE OF NURSING AND HEALTH SCIENCES SCHOOLS,IL,2004,"88,355",43
00418100,004181,TRINITY HOSPITAL SCHOOL OF RADIOLOGIC TECHNOLOGY,IL,2004,"45,400",15
00177200,001772,TRINITY INTERNATIONAL UNIVERSITY,IL,2004,"1,069,230",471
00177300,001773,TRITON COLLEGE,IL,2004,"4,654,964","2,335"
00177400,001774,UNIVERSITY OF CHICAGO (THE),IL,2004,"1,459,136",579
00177600,001776,UNIVERSITY OF ILLINOIS AT CHICAGO,IL,2004,"15,077,830","5,541"
00933300,009333,UNIVERSITY OF ILLINOIS AT SPRINGFIELD,IL,2004,"1,625,182",727
00177500,001775,UNIVERSITY OF ILLINOIS AT URBANA - CHAMPAIGN,IL,2004,"13,248,763","4,951"
00166400,001664,UNIVERSITY OF SAINT FRANCIS,IL,2004,"825,008",345
02124400,014839,UNIVERSITY OF SPA & COSMETOLOGY ARTS,IL,2004,"330,894",154
00177800,001778,VANDERCOOK COLLEGE OF MUSIC,IL,2004,"75,588",28
02069300,013944,VATTEROTT COLLEGE,IL,2004,"1,698,227",647
03623300,036233,VEE'S SCHOOL OF BEAUTY CULTURE,IL,2004,"123,926",45
00693100,006931,WAUBONSEE COMMUNITY COLLEGE,IL,2004,"1,433,065",816
02214100,006250,WEST SUBURBAN COLLEGE OF NURSING,IL,2004,"119,058",50
00178000,001780,WESTERN ILLINOIS UNIVERSITY,IL,2004,"7,879,390","3,173"
03079200,030792,WESTWOOD COLLEGE - DUPAGE,IL,2004,"1,453,786",632
02313900,016368,WESTWOOD COLLEGE - O'HARE AIRPORT,IL,2004,"1,662,420",740
00178100,001781,WHEATON COLLEGE,IL,2004,"940,577",389
00396100,003961,WILLIAM RAINEY HARPER COLLEGE,IL,2004,"3,531,287","1,668"
00178300,001783,WORSHAM COLLEGE OF MORTUARY SCIENCE,IL,2004,"65,020",29
02345200,016665,A CUT ABOVE BEAUTY COLLEGE,IN,2004,"210,638",101
03538300,035383,ALEXANDRIA SCHOOL OF SCIENTIFIC THERAPEUTICS,IN,2004,"74,463",47
00178400,001784,ANCILLA DOMINI COLLEGE,IN,2004,"907,444",409
00178500,001785,ANDERSON UNIVERSITY,IN,2004,"1,747,706",732
00961200,013918,APEX ACADEMY OF HAIR DESIGN,IN,2004,"24,376",12
03176300,031763,AVIATION INSTITUTE OF MAINTENANCE,IN,2004,"214,356",90
00178600,001786,BALL STATE UNIVERSITY,IN,2004,"9,428,880","3,925"
00178700,001787,BETHEL COLLEGE,IN,2004,"1,458,977",647
02103200,014607,BROWN MACKIE COLLEGE-MERRILLVILLE,IN,2004,"2,539,548","1,163"
00458300,004583,BROWN MACKIE COLLEGE-SOUTH BEND,IN,2004,"3,115,577","1,407"
00178800,001788,BUTLER UNIVERSITY,IN,2004,"1,063,143",436
00183400,001834,CALUMET COLLEGE OF SAINT JOSEPH,IN,2004,"1,319,660",538
02615800,026158,COLLEGE OF COURT REPORTING,IN,2004,"203,209",95
01150500,011505,CREATIVE HAIR STYLING ACADEMY,IN,2004,"168,224",70
03456700,034567,CROSSROADS BIBLE COLLEGE,IN,2004,"187,714",98
03262300,032623,DAVID DEMUTH INSTITUTE OF COSMETOLOGY,IN,2004,"81,798",43
00179200,001792,DEPAUW UNIVERSITY,IN,2004,"666,424",299
02158800,014523,DON ROBERTS BEAUTY SCHOOL,IN,2004,"72,988",32
02164300,013998,DON ROBERTS SCHOOL OF HAIR DESIGN,IN,2004,"130,203",52
00179300,001793,EARLHAM COLLEGE,IN,2004,"742,047",281
02118900,014626,EVANSVILLE TRI STATE BEAUTY COLLEGE,IN,2004,"103,931",48
00179800,001798,FRANKLIN COLLEGE OF INDIANA,IN,2004,"628,348",274
00179900,001799,GOSHEN COLLEGE,IN,2004,"511,041",225
00180000,001800,GRACE COLLEGE AND THEOLOGICAL SEMINARY,IN,2004,"656,403",286
02607000,026070,HAIR ARTS ACADEMY,IN,2004,"63,236",27
02490500,016688,HAIR FASHIONS BY KAYE BEAUTY COLLEGE,IN,2004,"385,610",177
02490800,016691,HAIR FASHIONS BY KAYE BEAUTY COLLEGE,IN,2004,"127,739",76
00180100,001801,HANOVER COLLEGE,IN,2004,"516,642",203
00951500,009515,HARROLD BEAUTY ACADEMY,IN,2004,"93,292",38
00726300,007263,HOLY CROSS COLLEGE,IN,2004,"260,352",115
00180300,001803,HUNTINGTON COLLEGE,IN,2004,"510,426",226
02158400,015218,INDIANA BUSINESS COLLEGE,IN,2004,"8,253,342","3,667"
03009700,015222,INDIANA BUSINESS COLLEGE-MUNCIE,IN,2004,"855,409",359
00180500,001805,INDIANA INSTITUTE OF TECHNOLOGY,IN,2004,"1,846,998",844
00180700,001807,INDIANA STATE UNIVERSITY,IN,2004,"7,456,231","2,922"
00181400,001814,INDIANA UNIVERSITY - KOKOMO,IN,2004,"1,746,133",809
00181500,001815,INDIANA UNIVERSITY - NORTHWEST,IN,2004,"3,739,740","1,538"
00181300,001813,INDIANA UNIVERSITY - PURDUE UNIVERSITY INDIANAPOLIS,IN,2004,"15,299,182","6,606"
00181100,001811,INDIANA UNIVERSITY - RICHMOND,IN,2004,"2,779,940","1,252"
00181600,001816,INDIANA UNIVERSITY - SOUTH BEND,IN,2004,"4,788,968","2,091"
00180900,001809,INDIANA UNIVERSITY BLOOMINGTON,IN,2004,"12,806,994","4,989"
00182800,001828,INDIANA UNIVERSITY PURDUE UNIVERSITY FT WAYNE,IN,2004,"7,246,617","3,456"
00181700,001817,INDIANA UNIVERSITY SOUTHEAST,IN,2004,"3,564,834","1,606"
00182200,001822,INDIANA WESLEYAN UNIVERSITY,IN,2004,"4,028,040","1,891"
00457900,014207,INTERNATIONAL BUSINESS COLLEGE,IN,2004,"1,129,255",462
00732900,007329,ITT TECHNICAL INSTITUTE -,IN,2004,"71,220,917","33,915"
00854600,009916,IVY TECH STATE COLLEGE - SYSTEM OFFICE,IN,2004,"59,932,483","29,953"
02302700,016285,J EVERETT LIGHT CAREER CENTER,IN,2004,"91,320",51
02351300,016692,KNOX BEAUTY COLLEGE,IN,2004,"49,955",24
01040900,010409,LAFAYETTE BEAUTY ACADEMY,IN,2004,"136,144",50
00793800,007938,LINCOLN TECHNICAL INSTITUTE,IN,2004,"2,533,513","1,145"
00182000,001820,MANCHESTER COLLEGE,IN,2004,"817,344",322
00182100,001821,MARIAN COLLEGE,IN,2004,"1,318,289",583
03100600,031006,MARION COMMUNITY TUCKER AREA VOCATIONAL SCHOOL,IN,2004,"60,650",22
02140800,014975,MARTIN UNIVERSITY,IN,2004,"1,072,070",468
02308900,016324,MASTERS OF COSMETOLOGY COLLEGE,IN,2004,"104,897",46
00961300,009613,MERRILLVILLE BEAUTY COLLEGE,IN,2004,"456,502",227
01061800,010618,MID AMERICA COLLEGE OF FUNERAL SERVICE,IN,2004,"145,296",59
00182400,001824,OAKLAND CITY UNIVERSITY,IN,2004,"1,094,373",437
02241700,015806,PJ'S COLLEGE OF COSMETOLOGY,IN,2004,"226,720",118
02304800,016289,PJ'S COLLEGE OF COSMETOLOGY,IN,2004,"98,265",44
00977700,009777,PROFESSIONAL CAREERS INSTITUTE,IN,2004,"1,249,072",553
00182500,001825,PURDUE UNIVERSITY,IN,2004,"13,606,513","5,583"
00182700,001827,PURDUE UNIVERSITY - CALUMET,IN,2004,"5,373,019","2,418"
00182600,001826,PURDUE UNIVERSITY NORTH CENTRAL,IN,2004,"2,475,593","1,109"
02084800,014273,RAVENSCROFT BEAUTY COLLEGE,IN,2004,"337,613",151
02339600,016593,ROGERS ACADEMY OF HAIR DESIGN,IN,2004,"302,619",124
00183000,001830,ROSE-HULMAN INSTITUTE OF TECHNOLOGY,IN,2004,"726,225",298
00967300,009673,RUDAE'S SCHOOL OF BEAUTY CULTURE,IN,2004,"317,340",135
00625700,006257,SAINT ELIZABETH SCHOOL OF NURSING,IN,2004,"245,654",93
02201800,015564,SAWYER COLLEGE - MERRILLVILLE,IN,2004,"1,730,354",821
00183300,001833,ST JOSEPH'S COLLEGE,IN,2004,"579,446",241
00183500,001835,ST MARY OF THE WOODS COLLEGE,IN,2004,"1,006,065",556
00183600,001836,ST MARYS COLLEGE,IN,2004,"553,205",220
00183800,001838,TAYLOR UNIVERSITY,IN,2004,"1,308,948",585
00183900,001839,TRI-STATE UNIVERSITY,IN,2004,"1,116,339",489
00179500,001795,UNIVERSITY OF EVANSVILLE,IN,2004,"1,382,621",554
00180400,001804,UNIVERSITY OF INDIANAPOLIS,IN,2004,"2,151,579",978
00184000,001840,UNIVERSITY OF NOTRE DAME,IN,2004,"1,875,873",764
00183200,001832,UNIVERSITY OF SAINT FRANCIS,IN,2004,"1,383,392",610
00180800,001808,UNIVERSITY OF SOUTHERN INDIANA,IN,2004,"5,622,810","2,395"
00184200,001842,VALPARAISO UNIVERSITY,IN,2004,"1,333,973",565
01015100,010151,VINCENNES BEAUTY COLLEGE,IN,2004,"91,355",41
00184300,001843,VINCENNES UNIVERSITY,IN,2004,"5,741,194","2,317"
00184400,001844,WABASH COLLEGE,IN,2004,"464,932",188
00868200,008682,ACADEMY OF HAIR DESIGN,KS,2004,"178,115",79
00190100,001901,ALLEN COUNTY COMMUNITY COLLEGE,KS,2004,"1,585,911",753
02204900,015587,AMERICAN ACADEMY OF HAIR DESIGN,KS,2004,"277,181",118
00190300,001903,BAKER UNIVERSITY,KS,2004,"1,161,916",515
00191700,001917,BARCLAY COLLEGE,KS,2004,"281,544",102
00460800,004608,BARTON COUNTY COMMUNITY COLLEGE,KS,2004,"2,057,694",966
01025600,010256,BENEDICTINE COLLEGE,KS,2004,"1,057,683",404
00190400,001904,BETHANY COLLEGE,KS,2004,"664,209",276
00190500,001905,BETHEL COLLEGE,KS,2004,"493,364",193
00675500,006755,BROWN MACKIE COLLEGE (THE -),KS,2004,"1,675,722",762
03066200,030662,BRYAN COLLEGE,KS,2004,"252,202",151
00190600,001906,BUTLER COUNTY COMMUNITY COLLEGE,KS,2004,"5,549,105","2,815"
00190800,001908,CENTRAL CHRISTIAN COLLEGE OF KANSAS,KS,2004,"500,821",190
00190900,001909,CLOUD COUNTY COMMUNITY COLLEGE,KS,2004,"1,726,402",805
00191000,001910,COFFEYVILLE COMMUNITY COLLEGE/AREA VOCATIONAL SCHOOL,KS,2004,"1,326,843",551
00191100,001911,COLBY COMMUNITY COLLEGE,KS,2004,"1,395,086",574
03450300,034503,COMMUNITY COLLEGE OF COSMETOLOGY,KS,2004,"299,502",115
