OPEID,PELLID,Name,State,Type & Control,Recipients,Awards
03445500,034455,FAYETTE BEAUTY ACADEMY,GA,Proprietary,34,"90,357"
00561300,005613,"FLINT RIVER TECHNICAL COLLEGE - THOMASTON, GA",GA,Public 2 Year,625,"1,030,527"
00950700,009507,FLOYD COLLEGE -,GA,Public 2 Year,"1,292","2,623,629"
00156600,001566,FORT VALLEY STATE UNIVERSITY,GA,Public 4 Year,"1,560","4,564,606"
00156700,001567,GAINESVILLE COLLEGE,GA,Public 2 Year,"1,155","2,451,137"
03576300,035763,GEORGIA AVIATION AND TECHNICAL COLLEGE,GA,Public 2 Year,91,"127,856"
03005400,030054,GEORGIA CAREER INSTITUTE,GA,Proprietary,427,"837,258"
00160200,001602,GEORGIA COLLEGE & STATE UNIVERSITY,GA,Public 4 Year,"1,018","2,621,244"
03089100,030891,GEORGIA INSTITUTE OF COSMETOLOGY,GA,Proprietary,282,"647,684"
00156900,001569,GEORGIA INSTITUTE OF TECHNOLOGY,GA,Public 4 Year,"1,702","4,316,648"
02318600,016410,GEORGIA MEDICAL INSTITUTE,GA,Proprietary,"3,826","7,458,618"
00157100,001571,GEORGIA MILITARY COLLEGE,GA,Public 2 Year,"2,407","5,282,197"
00156200,001562,GEORGIA PERIMETER COLLEGE,GA,Public 2 Year,"7,099","14,397,266"
00157200,001572,GEORGIA SOUTHERN UNIVERSITY,GA,Public 4 Year,"4,417","11,281,915"
00157300,001573,GEORGIA SOUTHWESTERN STATE UNIVERSITY,GA,Public 4 Year,"1,026","2,659,301"
00157400,001574,GEORGIA STATE UNIVERSITY,GA,Public 4 Year,"6,816","17,321,431"
00157500,001575,GORDON COLLEGE,GA,Public 2 Year,"1,438","3,229,623"
00411700,004117,GRADY HEALTH SYSTEM,GA,Public 2 Year,28,"87,300"
00562100,005621,GRIFFIN TECHNICAL COLLEGE,GA,Public 2 Year,"1,208","1,812,261"
01077100,010771,GUPTON - JONES COLLEGE,GA,Private 2 Year,130,"302,903"
02583000,025830,GWINNETT COLLEGE,GA,Proprietary,380,"824,467"
02288400,016139,GWINNETT TECHNICAL COLLEGE,GA,Public 2 Year,"1,208","1,469,822"
02279500,016070,HEART OF GEORGIA TECHNICAL COLLEGE,GA,Public 2 Year,796,"1,121,918"
02089700,014030,HERZING COLLEGE,GA,Proprietary,758,"1,754,991"
02284300,016109,INTERACTIVE COLLEGE OF TECHNOLOGY,GA,Proprietary,"1,796","4,597,458"
02578300,017367,INTERNATIONAL CITY BEAUTY COLLEGE,GA,Proprietary,33,"73,583"
02520000,017286,INTERNATIONAL SCHOOL OF SKIN AND NAILCARE,GA,Proprietary,157,"278,164"
03804400,038044,JAVELIN TECHNICAL TRAINING CENTER,GA,Proprietary,434,"669,826"
00157700,001577,KENNESAW STATE UNIVERSITY,GA,Public 4 Year,"3,417","7,989,977"
00157800,001578,LAGRANGE COLLEGE,GA,Private 4 Year,371,"898,551"
00525400,005254,LANIER TECHNICAL COLLEGE,GA,Public 2 Year,697,"1,081,442"
02074800,014170,LIFE UNIVERSITY,GA,Private 4 Year,198,"237,815"
03100900,031009,LUTHER RICE SEMINARY- MAIN CAMPUS,GA,Private 4 Year,113,"218,047"
00772800,007728,MACON STATE COLLEGE,GA,Public 4 Year,"2,870","6,305,582"
00157900,001579,MEDICAL COLLEGE OF GEORGIA,GA,Public 4 Year,170,"426,415"
00158000,001580,MERCER UNIVERSITY,GA,Private 4 Year,"1,625","4,158,258"
03753400,037534,MICHAEL'S SCHOOL OF BEAUTY,GA,Proprietary,81,"182,189"
00158100,001581,MIDDLE GEORGIA COLLEGE,GA,Public 2 Year,"1,360","2,915,121"
02508600,014625,MIDDLE GEORGIA TECHNICAL COLLEGE,GA,Public 2 Year,758,"818,938"
00158200,001582,MOREHOUSE COLLEGE,GA,Private 4 Year,995,"2,803,642"
00525500,005255,MOULTRIE TECHNICAL COLLEGE,GA,Public 2 Year,"1,570","1,889,016"
03092800,030928,NORTH FULTON BEAUTY COLLEGE,GA,Proprietary,17,"49,150"
00158500,001585,NORTH GEORGIA COLLEGE & STATE UNIVERSITY,GA,Public 4 Year,797,"1,712,774"
00561900,005619,NORTH GEORGIA TECHNICAL COLLEGE -,GA,Public 2 Year,772,"1,098,239"
03029000,030290,NORTH METRO TECHNICAL COLLEGE,GA,Public 2 Year,527,"489,943"
00525700,005257,NORTHWESTERN TECHNICAL COLLEGE,GA,Public 2 Year,869,"1,225,119"
03030000,030300,OGEECHEE TECHNICAL COLLEGE,GA,Public 2 Year,"1,262","1,537,427"
00158600,001586,OGLETHORPE UNIVERSITY,GA,Private 4 Year,290,"749,565"
00551100,005511,OKEFENOKEE TECHNICAL COLLEGE,GA,Public 2 Year,"1,170","1,402,491"
03812300,038123,OMNITECH INSTITUTE,GA,Proprietary,212,"463,060"
00158700,001587,PAINE COLLEGE,GA,Private 4 Year,643,"1,826,054"
00158800,001588,PIEDMONT COLLEGE,GA,Private 4 Year,425,"1,086,779"
02217200,015663,PORTFOLIO CTR,GA,Proprietary,18,"34,935"
03522300,035223,POWDER SPRINGS BEAUTY COLLEGE,GA,Proprietary,68,"201,793"
01205100,012051,PRO WAY HAIR SCHOOL,GA,Proprietary,148,"300,415"
00158900,001589,REINHARDT COLLEGE,GA,Private 4 Year,299,"757,212"
03418300,034183,RISING SPIRIT INSTITUTE OF NATURAL HEALTH,GA,Proprietary,118,"258,470"
03102000,031020,"RIVERTOWN SCHOOL OF BEAUTY, BARBER, SKIN CARE AND NAILS",GA,Proprietary,192,"387,597"
02321400,016419,ROFFLER - MOLER HAIRSTYLING COLLEGE,GA,Proprietary,117,"267,430"
03391300,033913,ROSS MEDICAL EDUCATION CENTER,GA,Proprietary,108,"229,135"
03155500,031555,SANDERSVILLE TECHNICAL COLLEGE,GA,Public 2 Year,544,"480,009"
02116000,016156,SANFORD-BROWN INSTITUTE,GA,Proprietary,"4,723","10,484,013"
02141500,015022,SAVANNAH COLLEGE OF ART & DESIGN,GA,Private 4 Year,"1,139","2,830,000"
02205300,013115,SAVANNAH RIVER COLLEGE,GA,Proprietary,521,"1,145,191"
00159000,001590,SAVANNAH STATE UNIVERSITY,GA,Public 4 Year,"1,800","5,247,471"
00561800,005618,SAVANNAH TECHNICAL COLLEGE,GA,Public 2 Year,"2,781","3,115,754"
00159100,001591,SHORTER COLLEGE,GA,Private 4 Year,853,"1,968,625"
00159200,001592,SOUTH GEORGIA COLLEGE,GA,Public 2 Year,827,"1,907,900"
00561700,005617,SOUTH GEORGIA TECHNICAL COLLEGE,GA,Public 2 Year,"1,253","1,713,054"
01303900,013039,SOUTH UNIVERSITY,GA,Proprietary,"2,142","4,459,329"
02354500,016715,SOUTHEASTERN BEAUTY SCHOOLS,GA,Proprietary,64,"141,199"
03081500,030815,SOUTHEASTERN BEAUTY SCHOOLS,GA,Proprietary,110,"227,570"
03066500,030665,SOUTHEASTERN TECHNICAL COLLEGE,GA,Public 2 Year,938,"999,152"
00157000,001570,SOUTHERN POLYTECHNIC STATE UNIVERSITY,GA,Public 4 Year,773,"1,833,798"
00561500,005615,SOUTHWEST GEORGIA TECHNICAL COLLEGE,GA,Public 2 Year,"1,389","1,546,910"
00159400,001594,SPELMAN COLLEGE,GA,Private 4 Year,835,"2,374,987"
00561600,005616,SWAINSBORO TECHNICAL COLLEGE (FORMERLY SWAINSBORO TECHNICAL INSTITUTE),GA,Public 2 Year,524,"631,236"
00155500,001555,THOMAS UNIVERSITY,GA,Private 4 Year,476,"1,283,513"
00159600,001596,TOCCOA FALLS COLLEGE,GA,Private 4 Year,362,"903,289"
00159700,001597,TRUETT MCCONNELL COLLEGE,GA,Private 4 Year,126,"326,409"
00159800,001598,UNIVERSITY OF GEORGIA,GA,Public 4 Year,"3,468","8,694,691"
00160100,001601,UNIVERSITY OF WEST GEORGIA,GA,Public 4 Year,"2,441","5,946,616"
00159900,001599,VALDOSTA STATE UNIVERSITY,GA,Public 4 Year,"2,815","7,120,824"
00525600,005256,VALDOSTA TECHNICAL COLLEGE,GA,Public 2 Year,"1,271","1,474,171"
03116100,031161,VOGUE BEAUTY SCHOOL,GA,Proprietary,103,"217,626"
02055000,013537,WAYCROSS COLLEGE,GA,Public 2 Year,503,"941,084"
00160000,001600,WESLEYAN COLLEGE,GA,Private 4 Year,231,"495,268"
01048700,010487,WEST CENTRAL TECHNICAL COLLEGE,GA,Public 2 Year,992,"1,172,784"
00561400,005614,WEST GEORGIA TECHNICAL COLLEGE,GA,Public 2 Year,"1,060","1,362,528"
00160400,001604,YOUNG HARRIS COLLEGE,GA,Private 2 Year,147,"339,294"
01536100,015361,GUAM COMMUNITY COLLEGE,GU,Public 2 Year,"1,140","2,506,949"
03438300,034383,PACIFIC ISLANDS BIBLE COLLEGE,GU,Private 4 Year,159,"462,987"
00393500,003935,UNIVERSITY OF GUAM,GU,Public 4 Year,"1,354","3,680,779"
00160600,001606,BRIGHAM YOUNG UNIVERSITY - HAWAII,HI,Private 4 Year,713,"1,967,877"
00160500,001605,CHAMINADE UNIVERSITY OF HONOLULU,HI,Private 4 Year,762,"1,848,531"
02055100,013615,HAWAII BUSINESS COLLEGE,HI,Proprietary,317,"666,191"
00525800,005258,HAWAII COMMUNITY COLLEGE,HI,Public 2 Year,839,"2,036,897"
02139500,014268,HAWAII INSTITUTE OF HAIR DESIGN,HI,Proprietary,70,"175,184"
00727900,007279,HAWAII PACIFIC UNIVERSITY,HI,Private 4 Year,"1,222","2,921,797"
03649300,036493,HAWAII TECHNOLOGY INSTITUTE,HI,Private 2 Year,30,"32,095"
00777500,007775,HOLLYWOOD BEAUTY COLLEGE,HI,Proprietary,54,"146,567"
00161200,001612,HONOLULU COMMUNITY COLLEGE,HI,Public 2 Year,616,"1,240,188"
02321300,016431,INTERNATIONAL COLLEGE & GRADUATE SCHOOL,HI,Private 4 Year,8,"18,047"
00161300,001613,KAPIOLANI COMMUNITY COLLEGE,HI,Public 2 Year,854,"2,039,012"
00161400,001614,KAUAI COMMUNITY COLLEGE,HI,Public 2 Year,222,"467,136"
00454900,004549,LEEWARD COMMUNITY COLLEGE,HI,Public 2 Year,858,"1,778,038"
00161500,001615,MAUI COMMUNITY COLLEGE,HI,Public 4 Year,695,"1,576,527"
02100300,014464,MED-ASSIST SCHOOL OF HAWAII,HI,Proprietary,114,"270,192"
03020800,030208,NEW YORK TECHNICAL INSTITUTE OF HAWAII,HI,Proprietary,11,"31,803"
03017800,030178,TRAVEL INSTITUTE OF THE PACIFIC,HI,Proprietary,257,"616,380"
00161100,001611,UNIVERSITY OF HAWAII AT HILO,HI,Public 4 Year,"1,287","3,573,756"
00161000,001610,UNIVERSITY OF HAWAII AT MANOA,HI,Public 4 Year,"3,011","8,049,580"
02107800,014315,UNIVERSITY OF HAWAII WEST OAHU,HI,Public 4 Year,205,"471,897"
01122000,010390,WINDWARD COMMUNITY COLLEGE,HI,Public 2 Year,549,"1,140,918"
03069100,030691,ALLEN COLLEGE,IA,Private 4 Year,105,"252,342"
00765600,013972,AMERICAN COLLEGE OF HAIRSTYLING-CEDAR RAPIDS,IA,Proprietary,22,"61,550"
00765800,007658,AMERICAN COLLEGE OF HAIRSTYLING-DES MOINES,IA,Proprietary,27,"84,433"
00396300,003963,AMERICAN INSTITUTE OF BUSINESS DBA AIB COLLEGE OF BUSINESS,IA,Private 2 Year,388,"889,629"
00184600,001846,BRIAR CLIFF UNIVERSITY,IA,Private 4 Year,469,"1,160,350"
00184700,001847,BUENA VISTA UNIVERSITY,IA,Private 4 Year,"1,311","3,005,981"
00758800,007588,CAPRI COLLEGE,IA,Proprietary,96,"235,377"
00771700,007717,CAPRI COLLEGE,IA,Proprietary,135,"353,930"
02090300,014390,CAPRI COLLEGE,IA,Proprietary,115,"277,297"
00185000,001850,CENTRAL COLLEGE,IA,Private 4 Year,452,"1,087,236"
00185200,001852,CLARKE COLLEGE,IA,Private 4 Year,376,"902,761"
00185400,001854,COE COLLEGE,IA,Private 4 Year,353,"880,445"
00794100,007941,COLLEGE OF HAIR DESIGN,IA,Proprietary,83,"197,481"
00185600,001856,CORNELL COLLEGE,IA,Private 4 Year,285,"669,711"
02572500,017304,DAVENPORT BARBER STYLING COLLEGE,IA,Proprietary,20,"62,275"
00712000,004589,DES MOINES AREA COMMUNITY COLLEGE,IA,Public 2 Year,"4,306","8,813,533"
00185800,001858,DIVINE WORD COLLEGE,IA,Private 4 Year,45,"140,325"
00185900,001859,DORDT COLLEGE,IA,Private 4 Year,396,"1,008,565"
00186000,001860,DRAKE UNIVERSITY,IA,Private 4 Year,578,"1,393,468"
00407500,004075,EASTERN IOWA COMMUNITY COLLEGE DISTRICT,IA,Public 2 Year,"2,982","6,303,125"
00186200,001862,ELLSWORTH COMMUNITY COLLEGE,IA,Public 2 Year,444,"1,086,850"
02328900,016487,EMMAUS BIBLE COLLEGE,IA,Private 4 Year,112,"294,376"
00761100,007611,EQ SCHOOL OF HAIR DESIGN,IA,Proprietary,74,"192,612"
00712100,007121,FAITH BAPTIST BIBLE COLLEGE & THEOLOGICAL SEMINARY,IA,Private 4 Year,154,"341,448"
02262500,015973,FAUST INSTITUTE OF COSMETOLOGY,IA,Proprietary,58,"177,619"
00188100,001881,FRANCISCAN UNIVERSITY OF THE PRAIRIES (THE),IA,Proprietary,170,"403,474"
00186600,001866,GRACELAND UNIVERSITY,IA,Private 4 Year,604,"1,586,385"
00186700,001867,GRAND VIEW COLLEGE,IA,Private 4 Year,639,"1,478,961"
00186800,001868,GRINNELL COLLEGE,IA,Private 4 Year,201,"504,644"
00422000,004220,HAMILTON COLLEGE,IA,Proprietary,"4,844","11,545,432"
01206400,012064,HAMILTON TECHNICAL COLLEGE,IA,Proprietary,333,"848,203"
00459500,004595,HAWKEYE COMMUNITY COLLEGE,IA,Public 2 Year,"2,432","5,236,404"
00840300,008298,INDIAN HILLS COMMUNITY COLLEGE,IA,Public 2 Year,"1,974","4,597,437"
00186500,004597,IOWA CENTRAL COMMUNITY COLLEGE,IA,Public 2 Year,"1,505","3,598,513"
00186400,001864,IOWA LAKES COMMUNITY COLLEGE,IA,Public 2 Year,"1,231","2,896,185"
00826000,015139,IOWA SCHOOL OF BEAUTY,IA,Proprietary,140,"327,427"
02306900,016306,IOWA SCHOOL OF BEAUTY,IA,Proprietary,58,"140,434"
02330900,016513,IOWA SCHOOL OF BEAUTY,IA,Proprietary,46,"115,290"
03441300,034413,IOWA SCHOOL OF BEAUTY,IA,Proprietary,73,"218,046"
00186900,001869,IOWA STATE UNIVERSITY OF SCIENCE & TECHNOLOGY,IA,Public 4 Year,"5,041","12,510,120"
00187100,001871,IOWA WESLEYAN COLLEGE,IA,Private 4 Year,395,"945,030"
00459800,004598,IOWA WESTERN COMMUNITY COLLEGE - COUNCIL BLUFFS,IA,Public 2 Year,"1,627","3,692,958"
00458600,004586,KAPLAN UNIVERSITY,IA,Proprietary,"13,892","27,222,447"
00407600,004076,KIRKWOOD COMMUNITY COLLEGE,IA,Public 2 Year,"5,104","11,580,000"
00765900,007659,LA' JAMES COLLEGE OF HAIRSTYLING,IA,Proprietary,119,"256,291"
00842400,008424,LA' JAMES INTERNATIONAL COLLEGE,IA,Proprietary,57,"115,440"
00959300,009593,LA' JAMES INTERNATIONAL COLLEGE,IA,Proprietary,92,"186,063"
02134500,015133,LA' JAMES INTERNATIONAL COLLEGE - DAVENPORT,IA,Proprietary,47,"100,349"
02274100,016045,LA' JAMES INTERNATIONAL COLLEGE - DES MOINES,IA,Proprietary,143,"282,299"
01300600,013006,LA'JAMES INTERNATIONAL COLLEGE,IA,Proprietary,88,"188,809"
00187300,001873,LORAS COLLEGE,IA,Private 4 Year,386,"933,772"
00187400,001874,LUTHER COLLEGE,IA,Private 4 Year,507,"1,190,197"
01111300,011113,MAHARISHI UNIVERSITY OF MANAGEMENT,IA,Private 4 Year,108,"299,086"
00187500,001875,MARSHALLTOWN COMMUNITY COLLEGE,IA,Public 2 Year,727,"1,706,980"
00627300,006273,MERCY COLLEGE OF HEALTH SCIENCES,IA,Private 4 Year,237,"483,938"
00187900,001879,MORNINGSIDE COLLEGE,IA,Private 4 Year,432,"1,045,900"
00188000,001880,MOUNT MERCY COLLEGE,IA,Private 4 Year,416,"930,638"
00187700,001877,NORTH IOWA AREA COMMUNITY COLLEGE,IA,Public 2 Year,"1,062","2,380,327"
00458700,004587,NORTHEAST IOWA COMMUNITY COLLEGE,IA,Public 2 Year,"1,966","4,318,121"
00460000,004600,NORTHWEST IOWA COMMUNITY COLLEGE,IA,Public 2 Year,284,"637,920"
00188300,001883,NORTHWESTERN COLLEGE,IA,Private 4 Year,447,"1,049,218"
01230000,012300,PALMER COLLEGE OF CHIROPRACTIC,IA,Private 4 Year,79,"170,430"
02160900,015245,PROFESSIONAL COSMETOLOGY INSTITUTE,IA,Proprietary,77,"216,161"
00188700,001887,SIMPSON COLLEGE,IA,Private 4 Year,521,"1,186,314"
00184800,004603,SOUTHEASTERN COMMUNITY COLLEGE,IA,Public 2 Year,"1,556","3,641,657"
00185700,001857,SOUTHWESTERN COMMUNITY COLLEGE,IA,Public 2 Year,562,"1,373,750"
00188900,001889,ST AMBROSE UNIVERSITY - MAIN CAMPUS,IA,Private 4 Year,713,"1,670,000"
00729100,007291,ST. LUKE'S COLLEGE,IA,Private 2 Year,66,"163,000"
03607400,036074,TOTAL LOOK SCHOOL OF COSMETOLOGY AND MASSAGE THERAPY,IA,Proprietary,16,"29,856"
00189100,001891,UNIVERSITY OF DUBUQUE,IA,Private 4 Year,522,"1,376,734"
00189200,001892,UNIVERSITY OF IOWA,IA,Public 4 Year,"3,569","8,224,056"
00189000,001890,UNIVERSITY OF NORTHERN IOWA,IA,Public 4 Year,"2,934","6,997,126"
00189300,001893,UPPER IOWA UNIVERSITY,IA,Private 4 Year,"1,752","3,587,409"
02609200,026092,VATTEROTT COLLEGE,IA,Proprietary,684,"1,750,216"
00189400,001894,VENNARD COLLEGE,IA,Private 4 Year,56,"144,152"
00189500,001895,WALDORF COLLEGE,IA,Private 4 Year,232,"585,881"
00189600,001896,WARTBURG COLLEGE,IA,Private 4 Year,526,"1,122,895"
00731600,004590,WESTERN IOWA TECH COMMUNITY COLLEGE,IA,Public 2 Year,"1,919","4,229,448"
00190000,001900,WILLIAM PENN UNIVERSITY,IA,Private 4 Year,794,"1,887,328"
00161700,001617,ALBERTSON COLLEGE OF IDAHO,ID,Private 4 Year,217,"547,000"
02218000,015667,APOLLO COLLEGE,ID,Proprietary,562,"1,308,251"
02234500,015783,BOISE BIBLE COLLEGE,ID,Private 4 Year,72,"184,162"
00161600,001616,BOISE STATE UNIVERSITY,ID,Public 4 Year,"6,634","14,448,062"
00162500,001625,BRIGHAM YOUNG UNIVERSITY-IDAHO,ID,Private 4 Year,"7,159","19,746,036"
02210700,015617,CAREER BEAUTY COLLEGE,ID,Proprietary,78,"203,889"
00161900,001619,COLLEGE OF SOUTHERN IDAHO,ID,Public 2 Year,"2,763","6,480,710"
03832400,038324,COSMETOLOGY SCHOOL OF ARTS & SCIENCES,ID,Proprietary,33,"90,374"
01113300,011133,EASTERN IDAHO TECHNICAL COLLEGE,ID,Public 2 Year,464,"1,118,882"
02319800,016433,HEADMASTERS SCHOOL OF HAIR DESIGN,ID,Proprietary,190,"519,031"
02349200,016668,HEADMASTERS SCHOOL OF HAIR DESIGN,ID,Proprietary,73,"211,153"
00162000,001620,IDAHO STATE UNIVERSITY,ID,Public 4 Year,"6,254","15,959,063"
00162100,001621,LEWIS-CLARK STATE COLLEGE,ID,Public 4 Year,"1,650","4,293,394"
00987300,009873,MR. JUAN'S COLLEGE OF HAIR DESIGN,ID,Proprietary,69,"214,525"
02275800,016054,MR. LEON'S SCHOOL OF HAIR DESIGN,ID,Proprietary,82,"247,350"
00162300,001623,NORTH IDAHO COLLEGE,ID,Public 2 Year,"1,867","4,326,131"
00162400,001624,NORTHWEST NAZARENE UNIVERSITY -,ID,Private 4 Year,385,"994,593"
02559500,017178,RAZZLE DAZZLE COLLEGE OF HAIR DESIGN,ID,Proprietary,66,"177,039"
02314000,016432,SCHOOL OF HAIRSTYLING (THE),ID,Proprietary,87,"278,800"
02607100,026071,SCOT LEWIS SCHOOLS - PAUL MITCHELL PARTNER SCHOOL,ID,Proprietary,110,"316,737"
00162600,001626,UNIVERSITY OF IDAHO,ID,Public 4 Year,"3,485","9,552,655"
01073700,010737,ADVOCATE ILLINOIS MASONIC SCHOOL OF RADIOLOGIC TECHNOLOGY,IL,Private 2 Year,7,
00832800,008328,ALVAREITA'S COLLEGE OF COSMETOLOGY,IL,Proprietary,52,"125,819"
02349400,016663,ALVAREITA'S COLLEGE OF COSMETOLOGY,IL,Proprietary,30,"68,421"
00162800,001628,AMERICAN ACADEMY OF ART,IL,Proprietary,138,"310,188"
03721400,037214,AMERICAN CAREER COLLEGE OF HAIR DESIGN,IL,Proprietary,64,"148,466"
02179900,021799,ARGOSY UNIVERSITY,IL,Proprietary,700,"1,333,225"
00163300,001633,AUGUSTANA COLLEGE,IL,Private 4 Year,378,"850,208"
00163400,001634,AURORA UNIVERSITY,IL,Private 4 Year,563,"1,454,853"
00163500,001635,BARAT COLLEGE,IL,Private 4 Year,14,"26,297"
02117400,013949,BECK AREA CAREER CENTER,IL,Public 2 Year,52,"171,800"
02536700,017036,BELL MAR BEAUTY COLLEGE,IL,Proprietary,114,"277,269"
00176700,001767,BENEDICTINE UNIVERSITY,IL,Private 4 Year,555,"1,327,057"
03448300,034483,BIR TRAINING CENTER,IL,Proprietary,45,"52,385"
00163800,001638,BLACK HAWK COLLEGE,IL,Public 2 Year,"2,629","5,315,000"
00163900,001639,BLACKBURN UNIVERSITY,IL,Private 4 Year,248,"596,172"
00621400,006214,BLESSING HOSPITAL,IL,Private 4 Year,55,"147,607"
00164100,001641,BRADLEY UNIVERSITY,IL,Private 4 Year,"1,000","2,393,685"
03099700,030997,CAINS BARBER COLLEGE,IL,Proprietary,157,"401,544"
03914300,039143,"CALC, INSTITUTE OF TECHNOLOGY",IL,Proprietary,39,"46,434"
03078400,030784,CAMEO BEAUTY ACADEMY,IL,Proprietary,75,"167,196"
00893900,008939,CANNELLA SCHOOL OF HAIR DESIGN,IL,Proprietary,127,"281,627"
00959500,009595,CANNELLA SCHOOL OF HAIR DESIGN,IL,Proprietary,88,"183,937"
02202600,015568,CANNELLA SCHOOL OF HAIR DESIGN,IL,Proprietary,58,"150,209"
02253000,015253,CANNELLA SCHOOL OF HAIR DESIGN,IL,Proprietary,97,"213,791"
02291200,016171,CANNELLA SCHOOL OF HAIR DESIGN,IL,Proprietary,106,"244,309"
02295500,016218,CANNELLA SCHOOL OF HAIR DESIGN,IL,Proprietary,86,"189,221"
02349500,016694,CANNELLA SCHOOL OF HAIR DESIGN,IL,Proprietary,265,"606,459"
01071000,016426,CAPITAL AREA CAREER CENTER,IL,Public 2 Year,156,"335,256"
01308800,013088,CAPRI OAK FOREST BEAUTY COLLEGE,IL,Proprietary,98,"241,376"
01308700,013087,CAPRI-GARFIELD RIDGE SCHOOL OF BEAUTY CULTURE,IL,Proprietary,203,"493,516"
00854400,008544,CAREER COLLEGES OF CHICAGO,IL,Proprietary,370,"961,137"
00726500,007265,CARL SANDBURG COLLEGE,IL,Public 2 Year,"1,540","3,430,088"
03455700,034557,CHICAGO SCHOOL OF MASSAGE THERAPY,IL,Proprietary,103,"115,445"
00169400,001694,CHICAGO STATE UNIVERSITY,IL,Public 4 Year,"3,757","9,834,678"
03472300,034723,CHICAGO URBAN LEAGUE COMPUTER TRAINING CENTER,IL,Private 2 Year,37,"50,337"
03199300,031993,CHRISTIAN LIFE COLLEGE,IL,Private 4 Year,19,"60,500"
00164700,001647,CITY COLLEGES OF CHICAGO SYSTEM OFFICE,IL,Public 2 Year,"19,314","43,240,661"
00665600,006656,COLLEGE OF DU PAGE,IL,Public 2 Year,"3,061","5,582,273"
00769400,007694,COLLEGE OF LAKE COUNTY,IL,Public 2 Year,"2,042","3,736,191"
02337800,017378,COLLEGE OF OFFICE TECHNOLOGY,IL,Proprietary,808,"2,013,206"
00166500,001665,COLUMBIA COLLEGE,IL,Private 4 Year,"2,974","7,175,616"
02317300,016393,CONCEPT COLLEGE OF COSMETOLOGY,IL,Proprietary,99,"243,571"
00166600,001666,CONCORDIA UNIVERSITY,IL,Private 4 Year,300,"738,577"
02352200,016758,COOKING & HOSPITALITY INSTITUTE OF CHICAGO (THE),IL,Proprietary,546,"1,315,230"
02150600,015086,COSMETOLOGY AND SPA INSTITUTE (THE),IL,Proprietary,35,"85,600"
00754900,007549,COYNE AMERICAN INSTITUTE,IL,Proprietary,729,"1,496,234"
00166900,001669,DANVILLE AREA COMMUNITY COLLEGE,IL,Public 2 Year,"1,082","2,203,000"
00167100,001671,DEPAUL UNIVERSITY,IL,Private 4 Year,"4,081","10,175,807"
01072700,010727,DEVRY UNIVERSITY,IL,Proprietary,"26,112","58,890,283"
00175000,001750,DOMINICAN UNIVERSITY,IL,Private 4 Year,361,"922,856"
01260800,012608,DU QUOIN BEAUTY COLLEGE,IL,Proprietary,74,"166,435"
00167400,001674,EASTERN ILLINOIS UNIVERSITY,IL,Public 4 Year,"2,273","5,647,844"
02168600,015310,EAST-WEST UNIVERSITY,IL,Private 4 Year,"1,076","2,568,073"
00947500,009475,EDUCATORS OF BEAUTY,IL,Proprietary,221,"560,345"
00167500,001675,ELGIN COMMUNITY COLLEGE,IL,Public 2 Year,"1,497","2,691,305"
00167600,001676,ELMHURST COLLEGE,IL,Private 4 Year,556,"1,407,852"
02556100,017319,ENVIRONMENTAL TECHNICAL INSTITUTE,IL,Proprietary,344,"663,730"
00167800,001678,EUREKA COLLEGE,IL,Private 4 Year,210,"538,378"
03881400,038814,EUROPEAN HEALING MASSAGE THERAPY SCHOOL,IL,Proprietary,10,"15,827"
02584900,025849,FIRST INSTITUTE,IL,Proprietary,39,"80,058"
02522800,016924,FOX COLLEGE,IL,Proprietary,198,"535,766"
00456000,004560,GEM CITY COLLEGE,IL,Proprietary,35,"74,843"
00914500,009145,GOVERNORS STATE UNIVERSITY,IL,Public 4 Year,999,"2,403,310"
00893800,008938,GRAHAM HOSPITAL SCHOOL OF NURSING,IL,Private 2 Year,45,"122,754"
00168400,001684,GREENVILLE COLLEGE,IL,Private 4 Year,460,"1,044,757"
02261200,015965,HAIR PROFESSIONALS ACADEMY OF COSMETOLOGY,IL,Proprietary,49,"101,873"
02498200,016841,HAIR PROFESSIONALS ACADEMY OF COSMETOLOGY,IL,Proprietary,97,"187,981"
02332200,016504,HAIR PROFESSIONALS CAREER COLLEGE,IL,Proprietary,37,"83,491"
02587700,025877,HAIR PROFESSIONALS CAREER COLLEGE,IL,Proprietary,61,"123,575"
02262100,015970,HAIR PROFESSIONALS SCHOOL OF COSMETOLOGY,IL,Proprietary,57,"131,528"
03002000,030020,HAIRMASTERS INSTITUTE OF COSMETOLOGY,IL,Proprietary,64,"134,648"
02599500,025995,HANOVER PARK COLLEGE OF BEAUTY CULTURE,IL,Proprietary,30,"62,356"
02055200,013601,HARRINGTON COLLEGE OF DESIGN,IL,Proprietary,413,"785,836"
03083800,030838,HEARTLAND COMMUNITY COLLEGE,IL,Public 2 Year,"1,456","2,657,288"
00168500,001685,HEBREW THEOLOGICAL COLLEGE,IL,Private 4 Year,158,"482,794"
00168100,001681,HIGHLAND COMMUNITY COLLEGE,IL,Public 2 Year,901,"1,801,795"
03101800,031018,ILLINOIS CENTER FOR BROADCASTING,IL,Proprietary,104,"216,667"
00675300,006753,ILLINOIS CENTRAL COLLEGE,IL,Public 2 Year,"2,538","5,068,765"
00168800,001688,ILLINOIS COLLEGE,IL,Private 4 Year,299,"779,210"
